股票代码,股票简称,现价(元),涨跌幅(%),加权净资产收益率(%)：2019.12.31,加权净资产收益率(%)：2018.12.31,加权净资产收益率(%)：2017.12.31,加权净资产收益率(%)：2016.12.31,加权净资产收益率(%)：2015.12.31,净利润现金含量占比(%)：2019.12.31,净利润现金含量占比(%)：2018.12.31,净利润现金含量占比(%)：2017.12.31,净利润现金含量占比(%)：2016.12.31,净利润现金含量占比(%)：2015.12.31,销售毛利率(%)：2019.12.31,销售毛利率(%)：2018.12.31,销售毛利率(%)：2017.12.31,销售毛利率(%)：2016.12.31,销售毛利率(%)：2015.12.31,上市天数(天)2020.07.06,市盈率(TTM)：2019.12.31,市盈率(TTM)：2018.12.28,市盈率(TTM)：2017.12.29,市盈率(TTM)：2016.12.30,市盈率(TTM)：2015.12.31,股息率(近12个月)(%)：2019.12.31,股息率(近12个月)(%)：2018.12.28,股息率(近12个月)(%)：2017.12.29,股息率(近12个月)(%)：2016.12.30,股息率(近12个月)(%)：2015.12.31
603833,欧派家居,124.00,3,0.08,5,21.66,7,22.72,9,25.75,11,39.45,13,28.44,15,117.23,17,128.40,19,144.44,21,157.63,23,127.93,25,35.84,27,38.38,29,34.52,31,36.55,33,31.65,35,1,197,37,26.73,39,21.54,41,42.10,43,--,45,--,47,0.64,49,1.25,51,--,53,--,55,--,57,,59
002572,索菲亚,24.85,3,2.56,5,21.34,7,20.64,9,21.98,11,22.55,13,21.85,15,120.77,17,114.67,19,137.04,21,179.60,23,180.76,25,37.33,27,37.57,29,38.17,31,36.57,33,37.80,35,3,374,37,17.74,39,15.12,41,40.87,43,42.28,45,41.41,47,2.39,49,2.69,51,0.95,53,0.88,55,0.81,57,,59
002304,洋河股份,134.90,3,1.43,5,21.21,7,25.95,9,24.08,11,24.01,13,25.37,15,92.08,17,111.60,19,103.86,21,127.08,23,108.78,25,71.35,27,73.70,29,66.46,31,63.90,33,61.91,35,3,896,37,22.56,39,17.66,41,26.38,43,18.53,45,19.25,47,2.90,49,2.69,51,1.83,53,2.55,55,2.08,57,,59
603866,桃李面包,50.93,3,3.26,5,19.56,7,19.71,9,22.36,11,22.42,13,30.33,15,129.92,17,125.08,19,127.25,21,119.27,23,123.20,25,39.57,27,39.68,29,37.70,31,36.13,33,34.89,35,1,659,37,40.92,39,34.39,41,39.16,43,46.75,45,50.09,47,1.68,49,1.77,51,0.74,53,1.25,55,0.00,57,,59
300653,正海生物,75.00,3,0.43,5,19.22,7,17.09,9,16.63,11,22.49,13,33.80,15,96.36,17,90.27,19,106.17,21,108.31,23,107.64,25,93.12,27,93.08,29,93.67,31,92.79,33,94.02,35,1,148,37,52.52,39,41.98,41,51.31,43,--,45,--,47,0.85,49,1.08,51,--,53,--,55,--,57,,59
603203,快克股份,30.01,3,-1.15,5,19.00,7,19.72,9,19.62,11,37.36,13,33.04,15,100.56,17,87.29,19,94.15,21,109.99,23,113.49,25,54.98,27,55.03,29,58.15,31,58.47,33,57.08,35,1,337,37,25.09,39,20.65,41,38.56,43,62.89,45,--,47,1.09,49,1.30,51,0.84,53,--,55,--,57,,59
603579,荣泰健康,28.52,3,-0.77,5,18.90,7,17.60,9,18.85,11,55.46,13,59.36,15,151.04,17,104.87,19,130.13,21,85.01,23,150.38,25,31.28,27,34.07,29,38.22,31,38.16,33,32.40,35,1,273,37,14.73,39,16.21,41,39.77,43,--,45,--,47,0.96,49,2.82,51,0.48,53,--,55,--,57,,59
603043,广州酒家,32.52,3,1.25,5,18.65,7,21.16,9,26.35,11,30.66,13,30.46,15,125.32,17,123.99,19,123.62,21,141.13,23,115.77,25,52.75,27,54.66,29,53.15,31,52.94,33,52.31,35,1,106,37,31.94,39,24.89,41,27.39,43,--,45,--,47,1.32,49,1.29,51,--,53,--,55,--,57,,59
600563,法拉电子,62.03,3,3.18,5,18.23,7,19.48,9,19.56,11,19.51,13,17.87,15,133.94,17,128.18,19,97.79,21,119.14,23,99.20,25,43.01,27,43.24,29,42.28,31,42.46,33,40.23,35,6,419,37,24.40,39,20.98,41,27.73,43,22.67,45,28.55,47,2.63,49,2.85,51,2.16,53,2.73,55,1.68,57,,59
603040,新坐标,31.25,3,6.29,5,17.91,7,16.42,9,21.04,11,21.82,13,20.97,15,89.59,17,102.44,19,98.84,21,95.86,23,95.47,25,63.61,27,63.99,29,63.91,31,65.11,33,70.02,35,1,244,37,21.25,39,19.06,41,42.86,43,--,45,--,47,1.15,49,1.53,51,0.41,53,--,55,--,57,,59
